"";"Boguslawa_Andrzejewska_1_Theta_Healing";"Boguslawa_Andrzejewska_2_Badz_zwyciezca_8_krokow_do_sukcesu";"Boguslawa_Andrzejewska_3_Czy_istnieje_prawda";"Boguslawa_Andrzejewska_4_O_pozytywnym_mysleniu";"gwiezdna_wedrowka_czy_leci_z_nami_polak_wydanie_drugie_poprawione";"gwiezdna_wedrowka_lot_von_brauna";"gwiezdna_wedrowka_lot_von_brauna_cz_iii";"gwiezdna_wedrowka_lot_von_brauna_ii";"Jaszczuk_Jakub-Stern_1_Foresta-Umbra_RuLit_Me";"Jaszczuk_Jakub-Stern_2_Plan-Sary_RuLit_Me";"Jaszczuk_Jakub-Stern_3_Marionetki_RuLit_Me";"Jaszczuk_Jakub-Stern_4_Akuszer-smierci_RuLit_Me";"Wiedzmin_1_Ostatnie-zyczenie";"Wiedzmin_2_Miecz-przeznaczenia";"Wiedzmin_3_Krew-elfow";"Wiedzmin_4_Czas-pogardy";"Wiedzmin_5_chszest-ognia";"Wiedzmin_6_Wieza-jaskolki";"Wiedzmin_7_pani-jeziora";"wiedzmin_8_Sezon-burz"
"usmiercic";0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"usmieszek";0;0;0;0;0;0;0;0;2;1;2;1;0;0;1;0;0;0;0;0
"usnac";0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0
"uspokajac";0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"uspokajajacy";0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uspokoic";1;1;0;0;3;1;2;3;1;1;0;3;1;1;3;0;1;5;1;0
"usprawiedliwiac";1;0;0;2;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0
"usprawiedliwic";0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
"uss";0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"ustac";0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
"ustalic";0;0;0;1;0;0;1;2;1;2;2;2;0;0;0;2;1;0;0;0
"ustanek";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0
"ustapic";0;1;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0
"ustawac";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0
"ustawiac";0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;0
"ustawic";0;0;0;1;2;1;1;3;1;0;1;2;0;2;0;1;3;0;0;0
"ustepowac";0;0;0;0;0;0;1;0;0;1;3;2;0;0;0;0;0;0;0;0
"ustroic";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0
"ustrojowy";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"usunac";1;0;0;0;0;0;1;0;1;0;0;0;2;0;0;3;0;2;0;0
"usuwac";0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1
"uswiadamiac";0;0;0;2;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
"uswiadomic";1;0;0;1;4;0;0;1;1;0;1;0;0;0;0;0;0;1;0;0
"usypac";0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0
"usytuowac";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"uszach";0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;0
"uszami";0;0;0;0;2;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0
"uszanowanie";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
"uszkodzenie";0;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"uszkodzic";1;0;0;0;2;0;4;1;0;0;0;0;0;0;1;0;0;0;0;0
"uszny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"uszu";0;0;0;0;0;3;1;1;0;0;1;3;1;1;1;2;0;0;3;3
"uszy";0;1;1;0;1;5;0;1;2;0;1;1;2;1;1;0;4;3;0;1
"uszyty";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"utaic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"utkwic";1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;0;0
"utluc";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
"utonac";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0
"utopic";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1
"utozsamiac";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"utracic";1;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1
"utrata";4;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2
"utrudniac";1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"utrudnic";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"utrwalic";1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"utrzymac";2;2;2;4;1;1;1;5;0;1;2;0;1;1;0;1;0;0;1;0
"utrzymujac";0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0
"utrzymywac";1;0;0;3;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0
"utwierdzac";0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"utworzyc";0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;0
"utykac";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0
"utytlac";0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"uwalniac";1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwazny";1;0;0;1;1;1;0;1;0;2;1;1;1;0;1;0;1;1;3;0
"uwiazac";0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0
"uwielbiac";0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;3;0;0;0
"uwielbienie";0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
"uwierzyc";0;1;2;1;0;1;1;2;1;3;1;2;1;2;1;1;0;2;0;2
"uwiesc";0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"uwieziony";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"uwiklac";0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwolnic";1;1;2;0;0;0;3;2;0;1;0;2;0;0;0;0;1;0;0;0
"uzaleznienie";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"uzasadniac";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"uzasadnic";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
"uzbroic";0;2;0;0;3;0;1;0;1;1;0;0;0;0;1;1;0;0;1;4
"uzdrawiac";5;4;6;11;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"uzdrawiajac";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzdrawiajacy";6;4;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzdrowiciel";4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzdrowicielka";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0;0;0
"uzdrowienie";0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"uznac";1;0;0;2;2;8;0;1;0;2;0;0;1;1;3;1;5;3;3;3
"uznanie";2;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;2;1
"uznawac";5;1;0;2;0;2;2;0;0;0;0;0;0;0;2;0;0;1;0;0
"uzupelniac";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0
"uzupelnic";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"uzupelnienie";0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzurpowac";1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"uzyc";1;0;0;0;1;3;3;3;2;0;2;0;0;1;1;0;0;0;0;0
"uzyskac";1;4;0;4;1;1;0;0;1;0;2;1;0;0;0;0;2;0;0;0
"uzyskiwac";0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"uzyteczny";0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"uzytek";0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"uzywac";6;0;2;3;1;0;0;4;0;0;0;0;0;0;1;5;5;0;0;0
"van";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"var";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;8;1;5;0
"vattiera";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0
"vedic";1;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"velen";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;3;0;1
"vengerbergu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;0;1
"verden";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;5;0;0;1
"vesemir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;1;0;0
"vigo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0
"vilgefortz";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;9;0
"vilgefortza";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;4;0
"vix";0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"vizimir";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0
"vizimira";0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;2;3;0;0;0
"voila";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"von";0;0;0;0;0;13;18;16;0;0;0;1;0;0;0;0;0;0;0;1
"vulcan";0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"vulcana";0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"vulcanie";0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0
"wac";1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wachlarz";0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
"wada";0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
"wadol";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
"wadzic";1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"waga";2;1;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;0;4
"wagon";0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0
"wahac";0;1;0;0;0;0;0;1;2;1;1;1;2;1;3;1;1;1;0;0
"wahadlo";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"wakacje";0;1;0;4;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"wal";1;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"walac";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"walach";0;0;0;0;0;0;0;0;0;0;0;1;0;1;9;0;0;0;0;0
"walc";0;1;0;0;2;2;0;0;0;0;2;0;1;3;1;0;0;0;0;1
"walczyc";0;2;2;1;0;3;1;1;0;1;0;0;0;2;3;4;0;0;1;1
"wali";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"walic";0;0;0;0;2;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0
"walizka";0;0;0;0;0;0;0;0;0;3;5;9;0;0;0;0;0;0;0;0
"walk";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
"walka";1;4;1;7;0;2;2;0;0;0;0;0;1;2;2;2;1;1;0;0
"walnac";0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2;0;0
"wam";0;1;1;1;1;0;3;0;3;0;0;0;3;21;14;1;3;2;2;0
"wami";0;1;0;0;0;0;0;1;1;0;0;0;0;3;2;0;1;1;0;2
"wampir";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"wan";0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"wane";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"wania";1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
"waniliowy";0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"wanna";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"wapienny";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0
"warczec";0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0
"warga";0;0;0;0;0;0;1;3;3;1;0;2;5;5;7;4;8;4;4;3
"wariat";0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"wariatka";0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"warknac";0;0;0;0;2;0;2;1;1;0;0;0;0;1;3;2;3;5;0;0
"warkocz";1;0;0;0;0;0;0;0;1;1;0;0;0;2;2;0;0;0;0;0
"warownia";0;0;0;0;0;0;0;0;0;0;1;0;0;3;4;0;0;1;0;0
"warp";0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0
"warstwa";0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;2;0;0;0
"warszawa";0;0;0;0;2;0;0;0;0;5;6;1;0;0;0;0;0;0;0;0
"warszawski";0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
"warsztaty";0;2;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"wart";0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0
"warta";0;0;0;0;1;2;0;2;0;0;0;1;1;0;0;0;0;1;0;0
"warte";0;0;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;1
"warto";9;10;17;10;1;1;1;0;0;0;1;1;0;0;0;0;0;1;2;1
"wartosc";2;13;9;2;0;0;0;2;0;1;2;0;0;0;1;0;0;1;1;0
"wartosciowy";1;2;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warty";0;0;2;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;0
"warunek";1;0;1;0;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0
"warunki";1;0;3;2;4;1;4;2;0;0;1;0;0;1;2;1;2;1;0;0
"warunkowy";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
"warzywo";0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
"was";2;3;3;0;0;0;3;6;4;0;5;0;1;16;18;4;12;6;1;4
"waski";0;0;0;0;0;0;4;0;0;1;1;0;0;2;8;3;2;0;0;0
"wasn";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
"wasnic";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wasz";0;0;0;0;0;0;1;2;0;0;0;0;1;1;1;1;0;1;1;1
"wasza";0;0;0;0;1;0;0;2;1;0;0;0;1;2;1;1;9;1;8;1
"wasze";0;0;0;0;1;0;0;2;0;0;0;0;1;3;8;0;2;3;1;2
"waszego";0;0;0;0;0;0;1;2;0;0;0;0;0;0;2;0;0;0;0;0
"waszej";0;0;0;0;0;0;2;2;0;0;0;0;0;1;3;0;1;0;2;1
"waszmosc";0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;1;0;0;0;0
"waszych";0;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;1;2;0;0
"waszym";0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;1;0;0
"wataha";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"watly";0;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0
"watpic";0;0;0;0;0;1;0;0;1;0;0;0;1;2;2;2;1;2;0;0
"watpienie";1;0;0;0;0;1;3;1;0;0;0;1;0;1;1;0;2;0;0;0
"watpliwosc";1;3;0;11;0;0;3;1;3;2;2;2;2;0;2;0;2;1;2;0
"watpliwy";0;0;0;0;0;1;1;1;0;0;0;2;0;2;2;1;0;0;0;0
"watroba";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0
"wawoz";0;0;0;0;0;0;0;0;0;0;0;0;1;4;2;0;1;0;0;0
"waz";0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;1;3;0
"wazniejszy";0;1;0;0;1;2;0;0;1;4;0;0;0;0;0;0;0;1;0;0
"wazyc";0;1;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;2;1;0
"wbic";0;0;0;0;1;0;0;1;3;0;1;1;1;0;0;0;0;0;0;0
"wbiegnac";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"wbijac";0;0;0;1;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0
"wbijajac";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0
"wbrew";2;2;3;0;0;0;1;1;0;0;0;0;0;2;0;0;0;3;3;0
"wchlaniac";0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"wchlonac";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"wchodzac";0;0;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0
"wchodzic";1;3;4;0;1;1;0;0;0;0;4;2;1;2;1;3;1;1;1;0
"wciagac";0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0
"wciagajac";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
"wciagnac";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;2;0;0
"wcielenie";2;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"wcielic";0;0;0;1;0;0;0;0;0;2;1;0;0;1;0;1;0;0;0;1
"wcisnac";0;0;0;0;0;0;0;1;1;1;2;2;0;0;1;0;0;0;0;0
"wczepiajac";0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
"wczepic";0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0
"wczepiwszy";0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
"wczesniej";2;1;3;3;0;1;2;7;2;1;6;3;2;0;0;2;2;0;1;0
"wczesniejszy";1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"wczesniejszych";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wczesny";2;0;0;0;1;0;0;0;0;1;0;1;1;0;0;0;2;0;0;0
"wczoraj";0;0;0;0;2;1;0;0;1;8;1;2;0;3;0;0;1;1;0;1
"wczorajszy";0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;2;0;0;0;4
"wdech";0;0;3;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0
"wdeptac";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"wdziecznosc";5;2;5;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0
"wdzieczny";2;0;0;0;2;0;1;1;1;2;1;0;1;0;1;0;0;2;0;0
"wdziek";0;2;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;0
"wdzierac";0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
"wedle";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;3;0
"wedlug";3;0;1;4;1;2;2;3;0;3;3;0;1;1;1;0;0;4;0;0
"wedrowac";4;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;1;0
"wedrowiec";0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"wedrowka";0;1;7;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"wedrowny";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;1;1;0
"wedrzec";0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;0;0;0;0;0
"wedzic";0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0
"wedzidlo";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0
"weekend";0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"weganski";1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wegetarianin";0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"wegiel";0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;1;2;0
"wegierski";0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0
"wejrzec";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0
"wejscie";1;1;1;0;0;1;2;3;1;4;1;3;7;2;1;1;0;1;0;0
"wejsciowy";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
"welna";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
"welniany";0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0
"welurowy";0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0
"wena";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
"wenecki";0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
"wepchnac";0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"weprzec";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"werbel";0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
"wersja";0;1;0;0;0;0;1;1;1;0;1;2;0;0;0;1;0;0;16;0
"wertowac";0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0
"wesolosc";0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
"wesoly";1;1;0;1;0;3;5;0;1;0;0;3;0;4;2;1;0;0;0;0
"wesprzec";1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"westchnac";0;0;0;0;1;2;5;5;0;0;0;0;1;5;3;0;2;3;9;0
"westchnieniem";0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"weszyc";0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;0;0
"wetknac";0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0
"wewnatrz";2;2;3;1;3;0;1;1;0;0;0;0;3;0;0;1;2;0;0;0
"wewnetrzny";15;12;20;11;1;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0
"wezglowie";0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"wezwac";0;0;0;0;1;0;1;1;0;1;2;1;2;0;2;1;1;0;0;0
"wezwanie";0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0
"wglad";2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiac";1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0
"wiadoma";0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"wiadomy";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;1
"wiadro";0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"wianuszek";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"wiara";0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1
"wiare";0;0;1;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0
"wiarolomny";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"wiary";0;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"wiarygodny";0;0;0;0;0;0;0;1;0;0;1;1;1;0;1;0;1;0;0;2
"wiatr";3;0;1;1;0;0;0;0;1;2;1;2;1;1;4;1;2;2;1;2
"wiatrem";0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
"wiatru";1;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0
"wiazac";0;3;3;2;0;0;0;0;0;0;0;0;2;1;0;0;0;0;3;0
"wiazka";0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"wibracja";3;1;5;3;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2
"wibrowac";2;0;0;4;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0
"wic";0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;1;14
"wicher";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;1
"widac";0;0;1;1;6;4;2;7;3;1;4;0;3;3;5;2;2;3;4;0
"widelec";0;0;0;0;2;0;1;0;0;0;2;0;0;0;3;0;0;0;3;0
"widelki";0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
"widly";0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0
"widm";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0
"widmo";0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"widniec";0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0
"widno";0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0
"widoczek";0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0
"widoczny";1;1;0;0;0;1;2;1;2;1;2;1;0;2;0;3;0;0;4;2
"widywac";0;1;0;1;0;0;2;0;0;0;1;0;0;0;2;3;0;0;0;1
"widz";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2
"widzac";1;1;1;0;0;1;2;0;2;2;3;6;1;0;1;0;1;0;2;0
"widzenia";0;1;2;1;1;1;3;0;0;0;0;0;0;0;0;1;0;0;0;1
"widziadlo";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0
"widzialem<85>";0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
"widzialny";0;3;1;13;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0
"wiec";0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"wiechec";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0
"wieczerza";0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;1;0
"wiecznosc";0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0
"wieczny";2;0;0;0;4;3;0;0;0;3;0;0;0;1;4;0;0;3;5;0
